stale_test_id,website_id,stale_version,required_version,scenario,expected_behavior,added_cover_gap,split,stale_relation
ST1260,W015,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-015-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1261,W016,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-016-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1262,W016,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-016-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1263,W016,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-016-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1264,W016,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-016-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1265,W017,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-017-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1266,W017,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-017-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1267,W017,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-017-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1268,W017,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-017-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1269,W018,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-018-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1270,W018,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-018-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
