question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type,version_a,version_b,snapshot_version,stale_case_id,conflict_id,gold_answer,gold_available,gold_derivation,supporting_chunk_ids,citation_required_document_ids,retrieval_needed
Q02115,W082,train,V09,freshness,"For Solstice Software South (SOF-05-006), what is the current published value associated with release in version V09? Benchmark case TRAIN-SOF-05-006-08.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V09 for the overview page: threshold 65 units, listed service value 453 units (reference SOF-05-006-09-01-58439, South profile).",yes,freshness_overview_doc,"[""W082_V09_P01_C1"", ""W082_V09_P01_C2""]","[""W082_V09_P01""]",yes
Q02116,W082,train,V10,historical,"In website SOF-05-006, what did the pricing guidance say in V10, and how is that different from the current release? Benchmark case TRAIN-SOF-05-006-09.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V10,,,,,"In V10 the pricing guidance was: Reference SOF-05-006-10-02-59761 governs the pricing and commercial terms for Solstice Software South. The API key workflow supports deployment and records deployment information under the South operating profile. Version 10 specifies a threshold of 44 units and a listed service value of 91 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 36 minutes. For authentication, the requester follows the site-specific verification route associated with reference SOF-05-006-10-02-59761. Difference from the current release (V10): no difference from the current release.",yes,historical_pricing_doc_and_diff,"[""W082_V10_P02_C1"", ""W082_V10_P02_C2""]","[""W082_V10_P02"", ""W082_V10_P02""]",yes
Q02117,W082,train,V01,comparison,"Between V01 and V01, what changed for the release workflow on SOF-05-006? Benchmark case TRAIN-SOF-05-006-10.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V01,V01,,,,No change between V01 and V01: identical version pair.,yes,comparison_same_version,"[""W082_V01_P03_C1"", ""W082_V01_P03_C2"", ""W082_V01_P03_C1"", ""W082_V01_P03_C2""]","[""W082_V01_P03"", ""W082_V01_P03""]",yes
Q02118,W082,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting rollback on SOF-05-006? Benchmark case TRAIN-SOF-05-006-11.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V01,V02,,,,The V02 support update is classified as numeric.,yes,change_detection_changes_lookup,"[""W082_V02_P04_C1"", ""W082_V02_P04_C2""]","[""W082_V02_P04""]",yes
Q02119,W082,train,V03,policy,What is the current operating rule for rollback in the South profile of Solstice Software South? Benchmark case TRAIN-SOF-05-006-12.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V03) recorded on the FAQ page is: Reference SOF-05-006-03-05-53637 governs the frequently asked questions for Solstice Software South. The integration workflow supports deployment and records integration information under the South operating profile. Version 3 specifies a threshold of 82 units and a listed service value of 282 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 66 minutes. For upgrade, the requester follows the site-specific verification route associated with reference SOF-05-006-03-05-53637.",yes,policy_faq_doc,"[""W082_V03_P05_C1"", ""W082_V03_P05_C2""]","[""W082_V03_P05""]",yes
Q02120,W082,train,V04,requirement,What information is required before rollback for reference SOF-05-006 in V04? Benchmark case TRAIN-SOF-05-006-13.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V04) is defined on the requirements page: Reference SOF-05-006-04-06-54959 governs the eligibility and requirements for Solstice Software South. The endpoint workflow supports authentication and records integration information under the South operating profile. Version 4 specifies a threshold of 61 units and a listed service value of 341 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 121 minutes. For deployment, the requester follows the site-specific verification route associated with reference SOF-05-006-04-06-54959.",yes,requirement_doc,"[""W082_V04_P06_C1"", ""W082_V04_P06_C2""]","[""W082_V04_P06""]",yes
Q02121,W082,train,V05,stale,"If the index still contains V03 for SOF-05-006, can it safely answer a current question about release? Benchmark case TRAIN-SOF-05-006-14.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V03,V05,V03,ST0282,,"Stale: the index contains V03 while the current release is V05; selective refresh of the schedule page chunks [W082_V03_P07_C1, W082_V03_P07_C2, W082_V05_P07_C1, W082_V05_P07_C2] from V03 to V05 is required before answering.",yes,stale_case_linked,"[""W082_V03_P07_C1"", ""W082_V03_P07_C2"", ""W082_V05_P07_C1"", ""W082_V05_P07_C2""]","[""W082_V03_P07"", ""W082_V05_P07""]",yes
Q02122,W082,train,V06,conflict,"If an older security snapshot disagrees with the latest SOF-05-006 release about rollback, which source should govern the answer? Benchmark case TRAIN-SOF-05-006-15.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V04,V06,V04,,CF0082,The latest authoritative security release (V06) governs; the older snapshot (V04) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W082_V06_P08_C1"", ""W082_V06_P08_C2""]","[""W082_V04_P08"", ""W082_V06_P08""]",yes
Q02123,W082,train,V07,multi_document,"For SOF-05-006, combine the services and support guidance to explain how rollback is handled. Benchmark case TRAIN-SOF-05-006-16.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V07): services page says Reference SOF-05-006-07-09-58925 governs the available services for Solstice Software South. The endpoint workflow supports rollback and records release information under the South operating profile. Version 7 specifies a threshold of 77 units and a listed service value of 97 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 105 minutes. For deployment, the requester follows the site-specific verification route associated with reference SOF-05-006-07-09-58925. support page says Reference SOF-05-006-07-04-57360 governs the support procedure for Solstice Software South. The workspace workflow supports export and records workspace information under the South operating profile. Version 7 specifies a threshold of 13 units and a listed service value of 216 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 169 minutes. For deployment, the requester follows the site-specific verification route associated with reference SOF-05-006-07-04-57360.",yes,multi_document_services_support,"[""W082_V07_P09_C1"", ""W082_V07_P09_C2"", ""W082_V07_P04_C1"", ""W082_V07_P04_C2""]","[""W082_V07_P09"", ""W082_V07_P04""]",yes
Q02124,W082,train,V08,retrieval_control,Control SOF-05-006-17: what is 865 + 715? Benchmark case TRAIN-SOF-05-006-17.,Answer 1580 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,865 + 715 = 1580.,yes,retrieval_control_arithmetic,[],[],no
Q02125,W082,train,V09,freshness,"For Solstice Software South (SOF-05-006), what is the current published value associated with release in version V09? Benchmark case TRAIN-SOF-05-006-18.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V09 for the overview page: threshold 65 units, listed service value 453 units (reference SOF-05-006-09-01-58439, South profile).",yes,freshness_overview_doc,"[""W082_V09_P01_C1"", ""W082_V09_P01_C2""]","[""W082_V09_P01""]",yes
Q02126,W082,train,V10,historical,"In website SOF-05-006, what did the pricing guidance say in V10, and how is that different from the current release? Benchmark case TRAIN-SOF-05-006-19.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V10,,,,,"In V10 the pricing guidance was: Reference SOF-05-006-10-02-59761 governs the pricing and commercial terms for Solstice Software South. The API key workflow supports deployment and records deployment information under the South operating profile. Version 10 specifies a threshold of 44 units and a listed service value of 91 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 36 minutes. For authentication, the requester follows the site-specific verification route associated with reference SOF-05-006-10-02-59761. Difference from the current release (V10): no difference from the current release.",yes,historical_pricing_doc_and_diff,"[""W082_V10_P02_C1"", ""W082_V10_P02_C2""]","[""W082_V10_P02"", ""W082_V10_P02""]",yes
Q02127,W082,train,V01,comparison,"Between V01 and V01, what changed for the release workflow on SOF-05-006? Benchmark case TRAIN-SOF-05-006-20.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V01,V01,,,,No change between V01 and V01: identical version pair.,yes,comparison_same_version,"[""W082_V01_P03_C1"", ""W082_V01_P03_C2"", ""W082_V01_P03_C1"", ""W082_V01_P03_C2""]","[""W082_V01_P03"", ""W082_V01_P03""]",yes
Q02128,W082,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting rollback on SOF-05-006? Benchmark case TRAIN-SOF-05-006-21.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V01,V02,,,,The V02 support update is classified as numeric.,yes,change_detection_changes_lookup,"[""W082_V02_P04_C1"", ""W082_V02_P04_C2""]","[""W082_V02_P04""]",yes
Q02129,W082,train,V03,policy,What is the current operating rule for rollback in the South profile of Solstice Software South? Benchmark case TRAIN-SOF-05-006-22.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V03) recorded on the FAQ page is: Reference SOF-05-006-03-05-53637 governs the frequently asked questions for Solstice Software South. The integration workflow supports deployment and records integration information under the South operating profile. Version 3 specifies a threshold of 82 units and a listed service value of 282 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 66 minutes. For upgrade, the requester follows the site-specific verification route associated with reference SOF-05-006-03-05-53637.",yes,policy_faq_doc,"[""W082_V03_P05_C1"", ""W082_V03_P05_C2""]","[""W082_V03_P05""]",yes
Q02130,W082,train,V04,requirement,What information is required before rollback for reference SOF-05-006 in V04? Benchmark case TRAIN-SOF-05-006-23.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V04) is defined on the requirements page: Reference SOF-05-006-04-06-54959 governs the eligibility and requirements for Solstice Software South. The endpoint workflow supports authentication and records integration information under the South operating profile. Version 4 specifies a threshold of 61 units and a listed service value of 341 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 121 minutes. For deployment, the requester follows the site-specific verification route associated with reference SOF-05-006-04-06-54959.",yes,requirement_doc,"[""W082_V04_P06_C1"", ""W082_V04_P06_C2""]","[""W082_V04_P06""]",yes
Q02131,W082,train,V05,stale,"If the index still contains V03 for SOF-05-006, can it safely answer a current question about release? Benchmark case TRAIN-SOF-05-006-24.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V03,V05,V03,ST0282,,"Stale: the index contains V03 while the current release is V05; selective refresh of the schedule page chunks [W082_V03_P07_C1, W082_V03_P07_C2, W082_V05_P07_C1, W082_V05_P07_C2] from V03 to V05 is required before answering.",yes,stale_case_linked,"[""W082_V03_P07_C1"", ""W082_V03_P07_C2"", ""W082_V05_P07_C1"", ""W082_V05_P07_C2""]","[""W082_V03_P07"", ""W082_V05_P07""]",yes
