question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type
Q02750,W106,train,V10,requirement,What information is required before transfer for reference FIN-06-894 in V10? Benchmark case TRAIN-FIN-06-894-19.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02751,W106,train,V01,stale,"If the index still contains V01 for FIN-06-894, can it safely answer a current question about payment? Benchmark case TRAIN-FIN-06-894-20.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02752,W106,train,V02,conflict,"If an older security snapshot disagrees with the latest FIN-06-894 release about transfer, which source should govern the answer? Benchmark case TRAIN-FIN-06-894-21.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02753,W106,train,V03,multi_document,"For FIN-06-894, combine the services and support guidance to explain how transfer is handled. Benchmark case TRAIN-FIN-06-894-22.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02754,W106,train,V04,retrieval_control,Control FIN-06-894-23: what is 419 + 669? Benchmark case TRAIN-FIN-06-894-23.,Answer 1088 without corpus retrieval.,retrieval_not_needed,no,contact
Q02755,W106,train,V05,freshness,"For Harbor Finance Coastal (FIN-06-894), what is the current published value associated with payment in version V05? Benchmark case TRAIN-FIN-06-894-24.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02756,W106,train,V06,historical,"In website FIN-06-894, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TRAIN-FIN-06-894-25.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02757,W107,train,V01,conflict,"If an older security snapshot disagrees with the latest INS-06-931 release about renewal, which source should govern the answer? Benchmark case TRAIN-INS-06-931-00.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02758,W107,train,V02,multi_document,"For INS-06-931, combine the services and support guidance to explain how renewal is handled. Benchmark case TRAIN-INS-06-931-01.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02759,W107,train,V03,retrieval_control,Control INS-06-931-02: what is 325 + 75? Benchmark case TRAIN-INS-06-931-02.,Answer 400 without corpus retrieval.,retrieval_not_needed,no,contact
Q02760,W107,train,V04,freshness,"For Harbor Insurance Metro (INS-06-931), what is the current published value associated with beneficiary in version V04? Benchmark case TRAIN-INS-06-931-03.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02761,W107,train,V05,historical,"In website INS-06-931, what did the pricing guidance say in V05, and how is that different from the current release? Benchmark case TRAIN-INS-06-931-04.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02762,W107,train,V06,comparison,"Between V05 and V06, what changed for the beneficiary workflow on INS-06-931? Benchmark case TRAIN-INS-06-931-05.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02763,W107,train,V07,change_detection,Which lifecycle change type should be assigned to the V07 update affecting renewal on INS-06-931? Benchmark case TRAIN-INS-06-931-06.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02764,W107,train,V08,policy,What is the current operating rule for renewal in the Metro profile of Harbor Insurance Metro? Benchmark case TRAIN-INS-06-931-07.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02765,W107,train,V09,requirement,What information is required before renewal for reference INS-06-931 in V09? Benchmark case TRAIN-INS-06-931-08.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02766,W107,train,V10,stale,"If the index still contains V08 for INS-06-931, can it safely answer a current question about beneficiary? Benchmark case TRAIN-INS-06-931-09.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02767,W107,train,V01,conflict,"If an older security snapshot disagrees with the latest INS-06-931 release about renewal, which source should govern the answer? Benchmark case TRAIN-INS-06-931-10.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02768,W107,train,V02,multi_document,"For INS-06-931, combine the services and support guidance to explain how renewal is handled. Benchmark case TRAIN-INS-06-931-11.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02769,W107,train,V03,retrieval_control,Control INS-06-931-12: what is 795 + 745? Benchmark case TRAIN-INS-06-931-12.,Answer 1540 without corpus retrieval.,retrieval_not_needed,no,contact
Q02770,W107,train,V04,freshness,"For Harbor Insurance Metro (INS-06-931), what is the current published value associated with beneficiary in version V04? Benchmark case TRAIN-INS-06-931-13.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02771,W107,train,V05,historical,"In website INS-06-931, what did the pricing guidance say in V05, and how is that different from the current release? Benchmark case TRAIN-INS-06-931-14.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02772,W107,train,V06,comparison,"Between V05 and V06, what changed for the beneficiary workflow on INS-06-931? Benchmark case TRAIN-INS-06-931-15.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02773,W107,train,V07,change_detection,Which lifecycle change type should be assigned to the V07 update affecting renewal on INS-06-931? Benchmark case TRAIN-INS-06-931-16.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02774,W107,train,V08,policy,What is the current operating rule for renewal in the Metro profile of Harbor Insurance Metro? Benchmark case TRAIN-INS-06-931-17.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02775,W107,train,V09,requirement,What information is required before renewal for reference INS-06-931 in V09? Benchmark case TRAIN-INS-06-931-18.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02776,W107,train,V10,stale,"If the index still contains V08 for INS-06-931, can it safely answer a current question about beneficiary? Benchmark case TRAIN-INS-06-931-19.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02777,W107,train,V01,conflict,"If an older security snapshot disagrees with the latest INS-06-931 release about renewal, which source should govern the answer? Benchmark case TRAIN-INS-06-931-20.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02778,W107,train,V02,multi_document,"For INS-06-931, combine the services and support guidance to explain how renewal is handled. Benchmark case TRAIN-INS-06-931-21.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02779,W107,train,V03,retrieval_control,Control INS-06-931-22: what is 365 + 715? Benchmark case TRAIN-INS-06-931-22.,Answer 1080 without corpus retrieval.,retrieval_not_needed,no,contact
Q02780,W107,train,V04,freshness,"For Harbor Insurance Metro (INS-06-931), what is the current published value associated with beneficiary in version V04? Benchmark case TRAIN-INS-06-931-23.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02781,W107,train,V05,historical,"In website INS-06-931, what did the pricing guidance say in V05, and how is that different from the current release? Benchmark case TRAIN-INS-06-931-24.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02782,W107,train,V06,comparison,"Between V05 and V06, what changed for the beneficiary workflow on INS-06-931? Benchmark case TRAIN-INS-06-931-25.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02783,W108,train,V01,multi_document,"For PRO-06-968, combine the services and support guidance to explain how maintenance is handled. Benchmark case TRAIN-PRO-06-968-00.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02784,W108,train,V02,retrieval_control,Control PRO-06-968-01: what is 271 + 121? Benchmark case TRAIN-PRO-06-968-01.,Answer 392 without corpus retrieval.,retrieval_not_needed,no,contact
Q02785,W108,train,V03,freshness,"For Harbor Property Highland (PRO-06-968), what is the current published value associated with listing in version V03? Benchmark case TRAIN-PRO-06-968-02.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02786,W108,train,V04,historical,"In website PRO-06-968, what did the pricing guidance say in V04, and how is that different from the current release? Benchmark case TRAIN-PRO-06-968-03.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02787,W108,train,V05,comparison,"Between V04 and V05, what changed for the listing workflow on PRO-06-968? Benchmark case TRAIN-PRO-06-968-04.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02788,W108,train,V06,change_detection,Which lifecycle change type should be assigned to the V06 update affecting maintenance on PRO-06-968? Benchmark case TRAIN-PRO-06-968-05.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02789,W108,train,V07,policy,What is the current operating rule for maintenance in the Highland profile of Harbor Property Highland? Benchmark case TRAIN-PRO-06-968-06.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02790,W108,train,V08,requirement,What information is required before maintenance for reference PRO-06-968 in V08? Benchmark case TRAIN-PRO-06-968-07.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02791,W108,train,V09,stale,"If the index still contains V07 for PRO-06-968, can it safely answer a current question about listing? Benchmark case TRAIN-PRO-06-968-08.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02792,W108,train,V10,conflict,"If an older security snapshot disagrees with the latest PRO-06-968 release about maintenance, which source should govern the answer? Benchmark case TRAIN-PRO-06-968-09.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
